id,abbrevtype,accountbasednumber,actualshipdate,altsalestotal,amountunbilled,applypickdecomposition,approvalstatus,balsegstatus,billingaddress,billingstatus,closedate,completeddatetime,createdby,createddate,createddatetime,cseg_customendcusto,cseg_customrecharge,cseg_customregion,currency,custbody_10184_customer_entity_bank,custbody_11187_pref_entity_bank,custbody_11724_bank_fee,custbody_11724_pay_bank_fees,custbody_15529_emp_entity_bank,custbody_15529_vendor_entity_bank,custbody_15699_exclude_from_ep_process,custbody_15889_cust_refund_entity_bank,custbody_2663_reference_num,custbody_4110_customregnum,custbody_9997_autocash_assertion_field,custbody_9997_is_for_ep_dd,custbody_9997_is_for_ep_eft,custbody_9997_pfa_record,custbody_actualduedate,custbody_adjustment_journal,custbody_cash_register,custbody_clientapprovalstatus,custbody_clientnominalaccount,custbody_clientnominaldescription,custbody_collectionnote,custbody_collector,custbody_counterparty_vat,custbody_country_of_origin,custbody_createdby,custbody_customerrefundclientapprover,custbody_date_lsa,custbody_date_of_taxable_supply,custbody_datescanned,custbody_delivery_terms,custbody_eex_country,custbody_entitybankaccname,custbody_entitybankaccno,custbody_entitybanksortcode,custbody_entitybic,custbody_entityiban,custbody_fam_jrn_is_reversal,custbody_fam_jrn_reversal_date,custbody_fam_jrn_reversal_no,custbody_fam_lp_asset,custbody_fam_lp_assetdesc,custbody_fam_lp_assetprop,custbody_fam_lp_company,custbody_fam_lp_contract,custbody_fam_lp_contractnum,custbody_fam_lp_financelease,custbody_fam_lp_gainonmod,custbody_fam_lp_intexpense,custbody_fam_lp_leaseliability,custbody_fam_lp_rightofuse,custbody_fam_lp_startdate,custbody_fam_lp_totalinterest,custbody_fam_lp_totalleaseliab,custbody_fam_lp_totalleasepayment,custbody_fam_lp_totalnpv,custbody_fam_lp_totalprincipal,custbody_fam_specdeprjrn_shortage,custbody_fam_specdeprjrn_specialdepr,custbody_fhlapproavalstatus,custbody_glm_cs_permission,custbody_glm_csv_reference,custbody_glm_reference,custbody_includeinnextpaymentbatch,custbody_initiatorrole,custbody_itr_doc_number,custbody_itr_nexus,custbody_journaltype,custbody_link_lsa,custbody_link_name_lsa,custbody_matchignexception,custbody_mode_of_transport,custbody_nextapproverrole,custbody_nexus_notc,custbody_nondeductible_processed,custbody_nondeductible_ref_genjrnl,custbody_nondeductible_ref_tran,custbody_notc,custbody_pollenrsmref,custbody_quotereference,custbody_recordchanged,custbody_refno_originvoice,custbody_regime_code,custbody_regime_code_of_supply,custbody_rejectionreason,custbody_report_timestamp,custbody_salesordernumber,custbody_sas_journal_total,custbody_scannedby,custbody_sequencenumber,custbody_svb_aba_validations_passed,custbody_svb_allocation_journal,custbody_svb_bill_amount_based,custbody_svb_distribute_taxes,custbody_svb_error_logs,custbody_svb_run_aba_server_side,custbody_svb_sched_in_process,custbody_svb_schedule_is_intercompany,custbody_svb_vb_to_bell_dist_sched,custbody_svb_vend_bill_link,custbody_transaction_region,custbody_updateinitiator,custbody_voidingjournal,customform,customtype,daysopen,daysoverduesearch,discountdate,duedate,email,employee,enddate,entity,entitystatus,exchangerate,expectedclosedate,externalid,fax,firmed,fob,foreignamountpaid,foreignamountpaidnopost,foreignamountunpaid,foreignpaymentamountunused,foreignpaymentamountused,foreignpaymentamountusednopost,foreigntotal,fulfillmenttype,fxaltsalestotal,fxnetaltsalestotal,includeinforecast,incoterm,isfinchrg,isreversal,journaltype,lastmodifiedby,lastmodifieddate,linkedtrackingnumberlist,memdoc,memo,memorized,message,needsbill,netaltsalestotal,nextapprover,nextbilldate,nexus,number,ordpicked,ordreceived,otherrefnum,parentexpensealloc,partner,paymenthold,paymentmethod,paymentoption,posting,postingperiod,prevdate,printedpickingticket,probability,recordtype,releaseddatetime,reversal,reversaldate,reversaldefer,revision,shipcarrier,shipcomplete,shipdate,shipmethod,shippingaddress,source,sourcetransaction,startdate,status,terms,title,tobeemailed,tobefaxed,tobeprinted,tosubsidiary,trackingnumberlist,trandate,trandisplayname,tranid,transactionnumber,type,typebaseddocumentnumber,userevenuearrangement,visibletocustomer,void,voided,website,_fivetran_deleted,_fivetran_synced,openingbalancetransaction
24368,GENJRNL,null,null,null,null,null,null,5,null,F,null,null,1315,2022-01-23 14:56:31,null,null,null,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,F,F,F,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,4,null,null,null,null,null,null,null,null,null,null,null,null,F,null,null,null,null,23/01/2022 06:56:31,null,null,null,0,null,null,null,null,null,null,null,null,null,null,null,null,null,102,-1,null,null,null,null,null,null,null,null,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,F,null,F,F,JOURNAL,6,2022-01-24 12:57:25,null,null,Client Recoverable HY21,F,null,F,null,null,null,1,0,F,null,null,null,null,F,null,null,T,115,2021-10-07 00:00:00,F,null,journalentry,null,null,null,null,null,null,null,null,null,null,CSV,null,null,B,null,null,F,F,F,null,null,2021-10-07 00:00:00,Journal #IncomeHY21-231,IncomeHY21-231,JOURNAL1009,Journal,IncomeHY21-231,F,T,F,F,null,FALSE,2025-09-30 13:02:15,null
33305,GENJRNL,null,null,null,null,null,null,5,null,F,null,null,1315,2022-05-25 11:53:57,null,null,null,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,F,F,F,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,4,null,null,null,null,null,null,null,null,null,null,null,null,F,null,null,null,null,25/05/2022 04:53:56,null,1920,null,0,null,null,null,null,null,null,null,null,null,null,null,null,null,102,-1,null,null,null,null,null,null,null,null,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,F,null,F,F,JOURNAL,6,2022-06-28 11:30:11,null,null,DLA Piper LLP To our fees for professional services 3638 55006259,F,null,F,null,null,null,1,0,F,null,null,null,null,F,null,null,T,124,2022-04-19 00:00:00,F,null,journalentry,null,null,null,null,null,null,null,null,null,null,CSV,null,null,B,null,null,F,F,F,null,null,2022-04-19 00:00:00,Journal #APR22CASHBOOK9,APR22CASHBOOK9,JOURNAL2197,Journal,APR22CASHBOOK9,F,T,F,F,null,FALSE,2025-09-30 13:02:15,null
54376,PMT,null,null,null,null,null,null,5,null,F,2023-06-24 00:00:00,null,6,2023-07-11 15:01:31,null,null,null,null,1,null,null,null,null,null,null,null,null,null,null,F,F,null,null,null,null,null,F,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,70,-1,0,null,null,null,null,null,null,716,null,1,null,INCPAYPAY062023-069,null,null,null,null,null,null,0,19458,0,19458,null,null,null,F,null,F,F,null,6,2023-07-11 15:01:31,null,null,null,F,null,F,null,null,null,1,2837,F,null,null,null,null,F,null,null,T,194,2023-06-26 00:00:00,F,null,customerpayment,null,null,null,null,null,null,null,null,null,null,CSV,null,null,C,null,null,F,F,F,null,null,2023-06-26 00:00:00,Payment #2837,2837,CUSTPYMT2837,CustPymt,2837,F,T,F,F,null,FALSE,2025-09-30 13:02:17,null
27392,BILLPMT,119,null,null,null,null,null,5,null,F,2021-12-16 00:00:00,null,6,2022-03-21 17:00:57,null,null,null,null,1,null,null,null,F,null,null,null,null,null,null,null,null,F,null,null,null,null,F,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,113,-1,0,null,null,null,null,null,null,521,null,1,null,VENBILLPAY012022-28,null,null,null,null,null,null,0,12725.01,0,-12725.01,null,null,null,F,null,F,F,null,6,2022-03-21 17:00:57,null,null,null,F,null,F,null,null,null,1,119,F,null,null,null,null,F,null,null,T,120,2022-01-25 00:00:00,F,null,vendorpayment,null,null,null,null,null,null,null,null,null,null,CSV,null,null,Y,null,null,F,F,F,null,null,2022-01-25 00:00:00,Bill Payment #119,119,VENDPYMT5666,VendPymt,null,F,T,F,F,null,FALSE,2025-09-30 13:02:17,null
36585,PMT,null,null,null,null,null,null,5,null,F,2022-06-24 00:00:00,null,6,2022-07-19 09:36:12,null,null,null,null,1,null,null,null,null,null,null,null,null,null,null,F,F,null,null,null,null,null,F,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,70,-1,4,null,null,null,null,null,null,639,null,1,null,INCPAYPAY062022-220,null,null,null,null,null,null,0,55500,0,55500,null,null,null,F,null,F,F,null,6,2022-07-19 09:36:12,null,null,null,F,null,F,null,null,null,1,1803,F,null,null,null,null,F,null,null,T,126,2022-06-20 00:00:00,F,null,customerpayment,null,null,null,null,null,null,null,null,null,null,CSV,null,null,C,null,null,F,F,F,null,null,2022-06-20 00:00:00,Payment #1803,1803,CUSTPYMT1803,CustPymt,1803,F,T,F,F,null,FALSE,2025-09-30 13:02:15,null
39781,BILLCRED,null,null,null,null,null,null,5,null,F,2022-09-13 00:00:00,null,6,2022-10-07 08:41:45,null,null,null,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,F,F,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,F,null,null,null,null,null,null,null,null,null,null,F,null,null,null,null,null,F,null,null,null,null,07/10/2022 01:41:44,null,null,null,0,F,null,F,F,null,F,F,null,null,null,null,null,null,104,-1,77,0,null,2022-10-07 00:00:00,null,null,null,1017,null,1,null,null,null,null,null,null,null,null,0,6178.77,0,6178.77,null,null,null,F,null,F,F,null,6,2022-10-07 08:41:45,null,null,null,F,null,F,null,null,null,1,0,F,null,null,null,null,F,null,null,T,130,2022-06-28 00:00:00,F,null,vendorcredit,null,null,null,null,null,null,null,null,null,null,CSV,null,null,Y,null,null,F,F,F,null,null,2022-06-28 00:00:00,Bill Credit #232399A,232399A,VENDCRED589,VendCred,null,F,T,F,F,null,FALSE,2025-09-30 13:02:15,null
89904,BILL,null,null,null,null,null,2,5,null,F,2025-05-29 00:00:00,null,2251,2025-06-06 14:25:19,null,null,null,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,F,F,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,F,null,null,null,null,null,null,null,null,null,null,F,null,null,null,null,null,F,null,null,null,null,06/06/2025 07:25:18,null,null,null,null,F,null,F,F,null,F,F,null,null,null,null,null,null,106,-1,118,118,null,2025-01-31 00:00:00,null,null,null,1733,null,1,null,25013929,null,null,null,1800,0,0,null,null,null,-1800,null,null,null,F,null,F,F,null,2251,2025-06-06 14:31:06,null,null,null,F,null,F,null,-1,null,1,25013929,F,null,null,null,null,F,null,null,T,266,2025-01-31 00:00:00,F,null,vendorbill,null,null,null,null,null,null,null,null,null,null,CSV,null,null,B,null,null,F,F,F,null,null,2025-01-31 00:00:00,Bill #25013929,25013929,VENDBILL7217,VendBill,null,F,T,F,F,null,FALSE,2025-09-30 13:02:15,null
25761,GENJRNL,null,null,null,null,null,null,5,null,F,null,null,1315,2022-01-27 22:40:47,null,null,null,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,F,F,F,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,4,null,null,null,null,null,null,null,null,null,null,null,null,F,null,null,null,null,27/01/2022 14:40:47,null,null,null,0,null,null,null,null,null,null,null,null,null,null,null,null,null,102,-1,null,null,null,null,null,null,null,null,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,F,null,F,F,JOURNAL,1315,2022-01-27 22:40:47,null,null,ACCRUALS1221,F,null,F,null,null,null,1,0,F,null,null,null,null,F,null,null,T,117,2021-12-31 00:00:00,F,null,journalentry,null,null,null,null,null,null,null,null,null,null,CSV,null,null,B,null,null,F,F,T,null,null,2021-12-31 00:00:00,Journal #ACCRUALS1221 13,ACCRUALS1221 13,JOURNAL1521,Journal,ACCRUALS1221 13,F,T,F,F,null,FALSE,2025-09-30 13:02:15,null
88850,GENJRNL,null,null,null,null,null,null,5,null,F,null,null,2021,2025-04-09 09:40:49,null,null,null,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,F,F,F,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,4,null,null,null,null,null,null,null,null,null,null,null,null,T,null,null,null,null,9/4/2025 2:35:13,null,478000,null,0,null,null,null,null,null,null,null,null,null,null,null,null,2,102,-1,null,null,null,null,null,null,null,null,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,F,null,F,F,JOURNAL,2021,2025-04-09 09:41:44,null,null,RO - Supplemental Rent to be refunded Q1 March 2025,F,null,F,null,null,null,1,1682,F,null,null,null,null,F,null,null,T,263,2025-03-31 00:00:00,F,null,journalentry,null,null,null,null,null,null,null,null,null,null,null,null,null,B,null,null,F,F,T,null,null,2025-03-31 00:00:00,Journal #1682,1682,JOURNAL4583,Journal,1682,F,T,F,F,null,FALSE,2025-09-30 13:02:15,null
45726,BILLPMT,601,null,null,null,null,null,5,null,F,2022-12-14 00:00:00,null,6,2023-03-06 10:45:41,null,null,null,null,1,null,null,null,F,null,null,null,null,null,null,null,null,F,null,null,null,null,F,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,113,-1,0,null,null,null,null,null,null,532,null,1,null,VENBILLPAY012023-134,null,null,null,null,null,null,0,186.2,0,-186.2,null,null,null,F,null,F,F,null,6,2023-03-06 10:45:41,null,null,null,F,null,F,null,null,null,1,601,F,null,null,null,null,F,null,null,T,188,2023-01-17 00:00:00,F,null,vendorpayment,null,null,null,null,null,null,null,null,null,null,CSV,null,null,Y,null,null,F,F,F,null,null,2023-01-17 00:00:00,Bill Payment #601,601,VENDPYMT6114,VendPymt,null,F,T,F,F,null,FALSE,2025-09-30 13:02:17,null
53661,BILLPMT,731,null,null,null,null,null,5,null,F,2023-04-28 00:00:00,null,6,2023-07-11 09:23:05,null,null,null,null,1,null,null,null,F,null,null,null,null,null,null,null,null,F,null,null,null,null,F,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,113,-1,0,null,null,null,null,null,null,1017,null,1,null,VENBILLPAY062023-146,null,null,null,null,null,null,0,155.21,0,-155.21,null,null,null,F,null,F,F,null,6,2023-07-11 09:23:05,null,null,null,F,null,F,null,null,null,1,731,F,null,null,null,null,F,null,null,T,194,2023-06-29 00:00:00,F,null,vendorpayment,null,null,null,null,null,null,null,null,null,null,CSV,null,null,Y,null,null,F,F,F,null,null,2023-06-29 00:00:00,Bill Payment #731,731,VENDPYMT6549,VendPymt,null,F,T,F,F,null,FALSE,2025-09-30 13:02:17,null
24184,GENJRNL,null,null,null,null,null,null,5,null,F,null,null,1315,2022-01-23 14:55:03,null,null,null,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,F,F,F,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,4,null,null,null,null,null,null,null,null,null,null,null,null,F,null,null,null,null,23/01/2022 06:55:03,null,null,null,0,null,null,null,null,null,null,null,null,null,null,null,null,null,102,-1,null,null,null,null,null,null,null,null,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,F,null,F,F,JOURNAL,6,2022-01-24 12:55:22,null,null,Insurance HY21,F,null,F,null,null,null,1,0,F,null,null,null,null,F,null,null,T,115,2021-10-07 00:00:00,F,null,journalentry,null,null,null,null,null,null,null,null,null,null,CSV,null,null,B,null,null,F,F,F,null,null,2021-10-07 00:00:00,Journal #Insurance HY21-47,Insurance HY21-47,JOURNAL825,Journal,Insurance HY21-47,F,T,F,F,null,FALSE,2025-09-30 13:02:15,null
42923,PMT,null,null,null,null,null,null,5,null,F,2022-11-04 00:00:00,null,6,2022-12-06 15:00:16,null,null,null,null,1,null,null,null,null,null,null,null,null,null,null,F,F,null,null,null,null,null,F,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,70,-1,0,null,null,null,null,null,null,1765,null,1,null,INCPAYPAY112022-008,null,null,null,null,null,null,0,1.09,0,1.09,null,null,null,F,null,F,F,null,6,2022-12-06 15:00:16,null,null,null,F,null,F,null,null,null,1,2246,F,null,null,null,null,F,null,null,T,133,2022-11-30 00:00:00,F,null,customerpayment,null,null,null,null,null,null,null,null,null,null,CSV,null,null,C,null,null,F,F,F,null,null,2022-11-30 00:00:00,Payment #2246,2246,CUSTPYMT2246,CustPymt,2246,F,T,F,F,null,FALSE,2025-09-30 13:02:17,null
87288,PMT,null,null,null,null,null,null,5,null,F,2024-12-25 00:00:00,null,2251,2025-02-24 11:07:01,null,null,null,null,1,null,null,null,null,null,null,null,null,null,null,F,F,null,null,null,null,null,F,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,70,-1,0,null,null,null,null,null,null,654,null,1,null,INCPAYPAY012025-015,null,null,null,null,null,null,0,201508.25,0,201508.25,null,null,null,F,null,F,F,null,2251,2025-02-24 11:07:01,null,null,null,F,null,F,null,null,null,1,4610,F,null,null,null,null,F,null,null,T,261,2025-01-06 00:00:00,F,null,customerpayment,null,null,null,null,null,null,null,null,null,null,CSV,null,null,C,null,null,F,F,F,null,null,2025-01-06 00:00:00,Payment #4610,4610,CUSTPYMT4610,CustPymt,4610,F,T,F,F,null,FALSE,2025-09-30 13:02:17,null
26223,GENJRNL,null,null,null,null,null,null,5,null,F,null,null,814,2022-01-28 09:06:26,null,null,null,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,F,F,F,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,4,null,null,null,null,null,null,null,null,null,null,null,null,F,null,null,null,null,28/01/2022 01:06:26,null,null,null,0,null,null,null,null,null,null,null,null,null,null,null,null,null,102,-1,null,null,null,null,null,null,null,null,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,F,null,F,F,JOURNAL,814,2022-01-28 09:06:26,null,null,CAPACCRUALS1221,F,null,F,null,null,null,1,0,F,null,null,null,null,F,null,null,T,117,2021-12-31 00:00:00,F,null,journalentry,null,null,null,null,null,null,null,null,null,null,CSV,null,null,B,null,null,F,F,T,null,null,2021-12-31 00:00:00,Journal #CAPACCRUALS1221 74,CAPACCRUALS1221 74,JOURNAL1716,Journal,CAPACCRUALS1221 74,F,T,F,F,null,FALSE,2025-09-30 13:02:15,null
46119,CREDMEM,null,null,null,null,null,null,5,null,F,2023-07-01 00:00:00,null,6,2023-03-06 11:35:15,null,null,null,null,1,null,null,null,null,null,null,F,null,null,null,null,null,null,null,null,null,null,F,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,F,null,null,null,null,06/03/2023 03:35:15,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,103,-1,170,null,null,null,null,null,null,1617,null,1,null,null,null,null,null,null,null,null,0,63778.96,0,-63778.96,null,null,null,F,null,F,F,null,6,2023-03-06 11:39:53,null,null,null,F,null,F,null,null,null,1,273001,F,null,null,null,null,F,null,null,T,188,2023-01-12 00:00:00,F,null,creditmemo,null,null,null,null,null,null,F,null,null,8737,CSV,null,null,B,null,null,F,F,F,null,null,2023-01-12 00:00:00,Credit Memo #273001,273001,CUSTCRED503,CustCred,273001,F,T,F,F,null,FALSE,2025-09-30 13:02:17,null
62176,RFND,889,null,null,null,null,null,5,null,F,2023-10-23 00:00:00,null,1860,2023-11-15 10:44:54,null,null,null,null,1,null,null,null,null,null,null,null,null,null,null,F,F,null,null,null,null,null,F,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,108,-1,null,null,null,null,null,null,null,628,null,1,null,null,null,null,null,null,null,null,null,null,null,-12,null,null,null,F,null,F,F,null,1860,2023-11-15 10:44:54,null,null,Credit for Invoice no 341115 01/09/23 to 30/09/23,F,null,F,null,null,null,1,889,F,null,null,null,null,F,7,null,T,200,2023-10-23 00:00:00,F,null,customerrefund,null,null,null,null,null,null,null,null,null,null,null,null,null,Y,null,null,F,F,F,null,null,2023-10-23 00:00:00,Customer Refund #889,889,CUSTRFND235,CustRfnd,null,F,T,F,F,null,FALSE,2025-09-30 13:02:17,null
45252,GENJRNL,null,null,null,null,null,null,5,null,F,null,null,7,2023-01-11 16:34:11,null,null,null,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,F,F,F,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,4,null,null,null,null,null,null,null,null,null,null,null,null,F,null,null,null,null,11/01/2023 08:34:10,null,18060,null,0,null,null,null,null,null,null,null,null,null,null,null,null,2,102,-1,null,null,null,null,null,null,null,null,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,F,null,F,F,JOURNAL,7,2023-01-11 16:34:11,null,null,Field & Lawn Ltd INSTALLATION AND REMOVAL OF FLAGS - 4 YARD FLAGS - PARKING BAY SUSPENSIONS - installation and removal of the flags WCC PERMITS - To arrange for the crane permit from Westminster for the installation of the flags 4155 BR 8503,F,null,F,null,null,null,1,0,F,null,null,null,null,F,null,null,T,134,2022-12-23 00:00:00,F,null,journalentry,null,null,null,null,null,null,null,null,null,null,CSV,null,null,B,null,null,F,F,T,null,null,2022-12-23 00:00:00,Journal #December22CASHBOOK65,December22CASHBOOK65,JOURNAL3257,Journal,December22CASHBOOK65,F,T,F,F,null,FALSE,2025-09-30 13:02:15,null
60240,BILL,null,null,null,null,null,2,5,null,F,2023-10-25 00:00:00,null,7,2023-10-20 09:07:02,null,null,null,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2023-09-01 00:00:00,null,F,F,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,F,null,null,null,null,null,null,null,null,null,2,F,null,null,null,4558,null,T,null,null,null,null,20/10/2023 2:3:5,null,null,null,null,F,null,F,F,null,F,F,null,null,null,null,null,null,106,-1,54,54,null,2023-09-01 00:00:00,null,null,null,1803,null,1,null,null,null,null,null,2580,0,0,null,null,null,-2580,null,null,null,F,null,F,F,null,7,2023-11-14 09:30:28,null,null,[14/04/2023] To our fees for professional services IP Advice – Registering Street Names.,F,null,F,null,null,null,1,9020006498,F,null,null,null,null,F,null,null,T,198,2023-09-01 00:00:00,F,null,vendorbill,null,null,null,null,null,null,null,null,null,null,null,null,null,B,null,null,F,F,F,null,null,2023-09-01 00:00:00,Bill #9020006498,9020006498,VENDBILL5776,VendBill,null,F,T,F,F,null,FALSE,2025-09-30 13:02:13,null
48345,BILL,null,null,null,null,null,2,5,null,F,2023-03-13 00:00:00,null,7,2023-04-03 09:08:25,null,null,null,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2023-02-24 00:00:00,null,F,F,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,F,null,null,null,null,null,null,null,null,null,null,F,null,null,null,4248,null,F,null,null,null,null,03/04/2023 02:08:24,null,null,null,null,F,null,F,F,null,F,F,null,null,null,null,null,null,106,-1,17,17,null,2023-02-24 00:00:00,null,null,null,1805,null,1,null,902207396,null,null,null,6316.2,0,0,null,null,null,-6316.2,null,null,null,F,null,F,F,null,1860,2023-07-03 12:50:38,null,null,"1 Cork Street Mews - 4th Floor - Highvern
Completing a lease contracted outside the 1954 Act for a term of 5 years. The rent agreed £35,090 per annum.",F,null,F,null,null,null,1,902207396,F,null,null,null,null,F,null,null,T,190,2023-02-24 00:00:00,F,null,vendorbill,null,null,null,null,null,null,null,null,null,null,CSV,null,null,B,null,null,F,F,F,null,null,2023-02-24 00:00:00,Bill #902207396,902207396,VENDBILL5239,VendBill,null,F,T,F,F,null,FALSE,2025-09-30 13:02:13,null
