transaction_id,date,period,account_name,account_type,subsidiary,department,debit,credit
TXN50010,2024-01-12,Jan 2024,Professional Fees,Expense,Germany GmbH,Sales,33673.67,0.0
TXN50010,2024-01-12,Jan 2024,Cash - Payroll,Bank,Germany GmbH,Sales,0.0,33673.67
TXN50011,2024-01-20,Jan 2024,Inventory - Finished Goods,OthCurrAsset,Australia Pty Ltd,Sales,26939.92,0.0
TXN50011,2024-01-20,Jan 2024,Service Revenue,Income,Australia Pty Ltd,Sales,0.0,26939.92
TXN50012,2024-01-09,Jan 2024,Interest Expense,OthExpense,Australia Pty Ltd,,28069.01,0.0
TXN50012,2024-01-09,Jan 2024,Cash - Operating,Bank,Australia Pty Ltd,,0.0,28069.01
TXN50013,2024-01-08,Jan 2024,Prepaid Insurance,OthCurrAsset,US Headquarters,Marketing,20357.66,0.0
TXN50013,2024-01-08,Jan 2024,Interest Income,OthIncome,US Headquarters,Marketing,0.0,20357.66
TXN50014,2024-01-11,Jan 2024,Sales Tax Payable,OthCurrLiab,UK Operations,,25211.95,0.0
TXN50014,2024-01-11,Jan 2024,Inventory - Finished Goods,OthCurrAsset,UK Operations,,0.0,25211.95
TXN50015,2024-01-05,Jan 2024,Rent Expense,Expense,Germany GmbH,Sales,12708.06,0.0
TXN50015,2024-01-05,Jan 2024,Payroll Liabilities,OthCurrLiab,Germany GmbH,Sales,0.0,12708.06
TXN50016,2024-01-29,Jan 2024,Accounts Payable,AcctPay,Canada Inc,Finance,18418.82,0.0
TXN50016,2024-01-29,Jan 2024,Prepaid Insurance,OthCurrAsset,Canada Inc,Finance,0.0,18418.82
TXN50017,2024-01-16,Jan 2024,Cash - Payroll,Bank,US Headquarters,Engineering,43124.59,0.0
TXN50017,2024-01-16,Jan 2024,Interest Income,OthIncome,US Headquarters,Engineering,0.0,43124.59
TXN50018,2024-01-14,Jan 2024,Utilities,Expense,Canada Inc,Engineering,19545.98,0.0
TXN50018,2024-01-14,Jan 2024,Prepaid Insurance,OthCurrAsset,Canada Inc,Engineering,0.0,19545.98
TXN50019,2024-01-18,Jan 2024,Marketing and Advertising,Expense,US Headquarters,,36175.73,0.0
TXN50019,2024-01-18,Jan 2024,Prepaid Insurance,OthCurrAsset,US Headquarters,,0.0,36175.73
TXN50020,2024-01-25,Jan 2024,Utilities,Expense,Australia Pty Ltd,Marketing,6021.83,0.0
TXN50020,2024-01-25,Jan 2024,Cash - Operating,Bank,Australia Pty Ltd,Marketing,0.0,6021.83
TXN50021,2024-01-31,Jan 2024,Salaries and Wages,Expense,Australia Pty Ltd,,13537.76,0.0
TXN50021,2024-01-31,Jan 2024,Cash - Payroll,Bank,Australia Pty Ltd,,0.0,13537.76
TXN50022,2024-01-28,Jan 2024,Salaries and Wages,Expense,Australia Pty Ltd,Marketing,42162.63,0.0
TXN50022,2024-01-28,Jan 2024,Accounts Receivable,AcctRec,Australia Pty Ltd,Marketing,0.0,42162.63
TXN50023,2024-01-12,Jan 2024,Accounts Payable,AcctPay,UK Operations,Operations,47698.24,0.0
TXN50023,2024-01-12,Jan 2024,Prepaid Insurance,OthCurrAsset,UK Operations,Operations,0.0,47698.24
TXN50024,2024-01-11,Jan 2024,Accounts Receivable,AcctRec,France SAS,Engineering,6037.45,0.0
TXN50024,2024-01-11,Jan 2024,Product Sales,Income,France SAS,Engineering,0.0,6037.45
TXN50025,2024-01-02,Jan 2024,Inventory - Finished Goods,OthCurrAsset,UK Operations,Operations,47374.0,0.0
TXN50025,2024-01-02,Jan 2024,Product Sales,Income,UK Operations,Operations,0.0,47374.0
TXN50026,2024-01-25,Jan 2024,Marketing and Advertising,Expense,Canada Inc,Sales,6855.38,0.0
TXN50026,2024-01-25,Jan 2024,Accounts Receivable,AcctRec,Canada Inc,Sales,0.0,6855.38
TXN50027,2024-01-09,Jan 2024,Prepaid Insurance,OthCurrAsset,Canada Inc,Operations,21445.33,0.0
TXN50027,2024-01-09,Jan 2024,Interest Income,OthIncome,Canada Inc,Operations,0.0,21445.33
TXN50028,2024-01-23,Jan 2024,Sales Tax Payable,OthCurrLiab,UK Operations,,15929.96,0.0
TXN50028,2024-01-23,Jan 2024,Accounts Receivable,AcctRec,UK Operations,,0.0,15929.96
TXN50029,2024-01-15,Jan 2024,Accounts Receivable,AcctRec,Canada Inc,Finance,6489.71,0.0
TXN50029,2024-01-15,Jan 2024,Product Sales,Income,Canada Inc,Finance,0.0,6489.71
TXN50030,2024-01-19,Jan 2024,Cash - Operating,Bank,Canada Inc,Sales,29627.79,0.0
TXN50030,2024-01-19,Jan 2024,Product Sales,Income,Canada Inc,Sales,0.0,29627.79
TXN50031,2024-01-03,Jan 2024,Inventory - Finished Goods,OthCurrAsset,US Headquarters,Marketing,4007.44,0.0
TXN50031,2024-01-03,Jan 2024,Product Sales,Income,US Headquarters,Marketing,0.0,4007.44
TXN50032,2024-01-18,Jan 2024,Utilities,Expense,UK Operations,,46807.95,0.0
TXN50032,2024-01-18,Jan 2024,Inventory - Finished Goods,OthCurrAsset,UK Operations,,0.0,46807.95
TXN50033,2024-01-26,Jan 2024,Inventory - Finished Goods,OthCurrAsset,France SAS,Finance,9925.29,0.0
TXN50033,2024-01-26,Jan 2024,Service Revenue,Income,France SAS,Finance,0.0,9925.29
TXN50034,2024-01-14,Jan 2024,Cash - Operating,Bank,France SAS,Finance,43259.92,0.0
TXN50034,2024-01-14,Jan 2024,Product Sales,Income,France SAS,Finance,0.0,43259.92
TXN50035,2024-01-13,Jan 2024,Cash - Payroll,Bank,Australia Pty Ltd,Marketing,40129.33,0.0
TXN50035,2024-01-13,Jan 2024,Product Sales,Income,Australia Pty Ltd,Marketing,0.0,40129.33
TXN50036,2024-01-18,Jan 2024,Cash - Payroll,Bank,France SAS,Sales,21383.14,0.0
TXN50036,2024-01-18,Jan 2024,Product Sales,Income,France SAS,Sales,0.0,21383.14
TXN50037,2024-01-15,Jan 2024,Accounts Payable,AcctPay,Canada Inc,Engineering,3004.12,0.0
TXN50037,2024-01-15,Jan 2024,Cash - Operating,Bank,Canada Inc,Engineering,0.0,3004.12
TXN50038,2024-01-30,Jan 2024,Interest Expense,OthExpense,UK Operations,Sales,20617.5,0.0
TXN50038,2024-01-30,Jan 2024,Payroll Liabilities,OthCurrLiab,UK Operations,Sales,0.0,20617.5
TXN50039,2024-01-29,Jan 2024,Payroll Liabilities,OthCurrLiab,US Headquarters,Sales,19259.17,0.0
TXN50039,2024-01-29,Jan 2024,Inventory - Finished Goods,OthCurrAsset,US Headquarters,Sales,0.0,19259.17
TXN50040,2024-01-10,Jan 2024,Sales Tax Payable,OthCurrLiab,France SAS,,47887.22,0.0
TXN50040,2024-01-10,Jan 2024,Inventory - Finished Goods,OthCurrAsset,France SAS,,0.0,47887.22
TXN50041,2024-01-05,Jan 2024,Prepaid Insurance,OthCurrAsset,UK Operations,Marketing,11276.19,0.0
TXN50041,2024-01-05,Jan 2024,Product Sales,Income,UK Operations,Marketing,0.0,11276.19
TXN50042,2024-01-24,Jan 2024,Interest Expense,OthExpense,Germany GmbH,Engineering,2982.05,0.0
TXN50042,2024-01-24,Jan 2024,Accounts Receivable,AcctRec,Germany GmbH,Engineering,0.0,2982.05
TXN50043,2024-01-02,Jan 2024,Cash - Operating,Bank,Canada Inc,Engineering,42641.46,0.0
TXN50043,2024-01-02,Jan 2024,Interest Income,OthIncome,Canada Inc,Engineering,0.0,42641.46
TXN50044,2024-01-28,Jan 2024,Accounts Payable,AcctPay,UK Operations,Finance,6434.39,0.0
TXN50044,2024-01-28,Jan 2024,Prepaid Insurance,OthCurrAsset,UK Operations,Finance,0.0,6434.39
TXN50045,2024-01-20,Jan 2024,Marketing and Advertising,Expense,US Headquarters,Operations,4558.18,0.0
TXN50045,2024-01-20,Jan 2024,Accounts Payable,AcctPay,US Headquarters,Operations,0.0,4558.18
TXN50046,2024-01-30,Jan 2024,Accounts Receivable,AcctRec,Germany GmbH,Sales,33651.44,0.0
TXN50046,2024-01-30,Jan 2024,Service Revenue,Income,Germany GmbH,Sales,0.0,33651.44
TXN50047,2024-01-05,Jan 2024,Cash - Operating,Bank,Australia Pty Ltd,,15349.86,0.0
TXN50047,2024-01-05,Jan 2024,Product Sales,Income,Australia Pty Ltd,,0.0,15349.86
TXN50048,2024-01-15,Jan 2024,Cash - Payroll,Bank,Canada Inc,Operations,49806.77,0.0
TXN50048,2024-01-15,Jan 2024,Interest Income,OthIncome,Canada Inc,Operations,0.0,49806.77
TXN50049,2024-01-09,Jan 2024,Payroll Liabilities,OthCurrLiab,UK Operations,Marketing,44102.78,0.0
TXN50049,2024-01-09,Jan 2024,Accounts Receivable,AcctRec,UK Operations,Marketing,0.0,44102.78
TXN50050,2024-01-06,Jan 2024,Interest Expense,OthExpense,France SAS,Operations,35325.23,0.0
TXN50050,2024-01-06,Jan 2024,Cash - Operating,Bank,France SAS,Operations,0.0,35325.23
TXN50051,2024-01-22,Jan 2024,Cash - Payroll,Bank,Canada Inc,Marketing,46621.92,0.0
TXN50051,2024-01-22,Jan 2024,Service Revenue,Income,Canada Inc,Marketing,0.0,46621.92
TXN50052,2024-01-04,Jan 2024,Prepaid Insurance,OthCurrAsset,US Headquarters,,27884.57,0.0
TXN50052,2024-01-04,Jan 2024,Product Sales,Income,US Headquarters,,0.0,27884.57
TXN50053,2024-01-23,Jan 2024,Sales Tax Payable,OthCurrLiab,Germany GmbH,Sales,34531.11,0.0
TXN50053,2024-01-23,Jan 2024,Inventory - Finished Goods,OthCurrAsset,Germany GmbH,Sales,0.0,34531.11
TXN50054,2024-01-09,Jan 2024,Accounts Payable,AcctPay,US Headquarters,Engineering,31897.08,0.0
TXN50054,2024-01-09,Jan 2024,Cash - Operating,Bank,US Headquarters,Engineering,0.0,31897.08
TXN50055,2024-01-11,Jan 2024,Inventory - Finished Goods,OthCurrAsset,UK Operations,,49000.0,0.0
TXN50055,2024-01-11,Jan 2024,Interest Income,OthIncome,UK Operations,,0.0,49000.0
TXN50056,2024-01-23,Jan 2024,Cash - Payroll,Bank,France SAS,Operations,978.65,0.0
TXN50056,2024-01-23,Jan 2024,Interest Income,OthIncome,France SAS,Operations,0.0,978.65
TXN50057,2024-01-02,Jan 2024,Cost of Goods Sold,COGS,Germany GmbH,Operations,27849.99,0.0
TXN50057,2024-01-02,Jan 2024,Prepaid Insurance,OthCurrAsset,Germany GmbH,Operations,0.0,27849.99
TXN50058,2024-01-12,Jan 2024,Cash - Operating,Bank,US Headquarters,Marketing,10898.79,0.0
TXN50058,2024-01-12,Jan 2024,Service Revenue,Income,US Headquarters,Marketing,0.0,10898.79
TXN50059,2024-01-25,Jan 2024,Salaries and Wages,Expense,Canada Inc,Finance,48704.93,0.0
TXN50059,2024-01-25,Jan 2024,Accounts Receivable,AcctRec,Canada Inc,Finance,0.0,48704.93
TXN50060,2024-01-26,Jan 2024,Rent Expense,Expense,UK Operations,Finance,1726.92,0.0
TXN50060,2024-01-26,Jan 2024,Payroll Liabilities,OthCurrLiab,UK Operations,Finance,0.0,1726.92
TXN50061,2024-01-26,Jan 2024,Cash - Operating,Bank,Australia Pty Ltd,,40632.09,0.0
TXN50061,2024-01-26,Jan 2024,Service Revenue,Income,Australia Pty Ltd,,0.0,40632.09
TXN50062,2024-01-28,Jan 2024,Payroll Liabilities,OthCurrLiab,US Headquarters,Finance,11510.47,0.0
TXN50062,2024-01-28,Jan 2024,Accounts Receivable,AcctRec,US Headquarters,Finance,0.0,11510.47
TXN50063,2024-01-10,Jan 2024,Accounts Receivable,AcctRec,UK Operations,Sales,1671.39,0.0
TXN50063,2024-01-10,Jan 2024,Service Revenue,Income,UK Operations,Sales,0.0,1671.39
TXN50064,2024-01-28,Jan 2024,Professional Fees,Expense,US Headquarters,Marketing,17881.73,0.0
TXN50064,2024-01-28,Jan 2024,Accounts Payable,AcctPay,US Headquarters,Marketing,0.0,17881.73
TXN50065,2024-01-31,Jan 2024,Prepaid Insurance,OthCurrAsset,US Headquarters,Engineering,43913.4,0.0
TXN50065,2024-01-31,Jan 2024,Service Revenue,Income,US Headquarters,Engineering,0.0,43913.4
TXN50066,2024-01-02,Jan 2024,Rent Expense,Expense,US Headquarters,Operations,22010.91,0.0
TXN50066,2024-01-02,Jan 2024,Payroll Liabilities,OthCurrLiab,US Headquarters,Operations,0.0,22010.91
TXN50067,2024-01-20,Jan 2024,Rent Expense,Expense,Canada Inc,Engineering,19567.17,0.0
TXN50067,2024-01-20,Jan 2024,Cash - Operating,Bank,Canada Inc,Engineering,0.0,19567.17
TXN50068,2024-01-23,Jan 2024,Sales Tax Payable,OthCurrLiab,France SAS,Engineering,26236.06,0.0
TXN50068,2024-01-23,Jan 2024,Cash - Payroll,Bank,France SAS,Engineering,0.0,26236.06
TXN50069,2024-01-12,Jan 2024,Sales Tax Payable,OthCurrLiab,France SAS,Engineering,47469.29,0.0
TXN50069,2024-01-12,Jan 2024,Accounts Receivable,AcctRec,France SAS,Engineering,0.0,47469.29
TXN50070,2024-02-22,Feb 2024,Professional Fees,Expense,US Headquarters,,45052.32,0.0
TXN50070,2024-02-22,Feb 2024,Payroll Liabilities,OthCurrLiab,US Headquarters,,0.0,45052.32
TXN50071,2024-02-11,Feb 2024,Inventory - Finished Goods,OthCurrAsset,France SAS,,15134.93,0.0
TXN50071,2024-02-11,Feb 2024,Interest Income,OthIncome,France SAS,,0.0,15134.93
TXN50072,2024-02-13,Feb 2024,Rent Expense,Expense,Australia Pty Ltd,,45188.87,0.0
TXN50072,2024-02-13,Feb 2024,Payroll Liabilities,OthCurrLiab,Australia Pty Ltd,,0.0,45188.87
TXN50073,2024-02-18,Feb 2024,Marketing and Advertising,Expense,US Headquarters,Marketing,14702.23,0.0
TXN50073,2024-02-18,Feb 2024,Accounts Payable,AcctPay,US Headquarters,Marketing,0.0,14702.23
TXN50074,2024-02-15,Feb 2024,Interest Expense,OthExpense,France SAS,Finance,33943.55,0.0
TXN50074,2024-02-15,Feb 2024,Accounts Receivable,AcctRec,France SAS,Finance,0.0,33943.55
TXN50075,2024-02-22,Feb 2024,Rent Expense,Expense,US Headquarters,Marketing,26014.87,0.0
TXN50075,2024-02-22,Feb 2024,Cash - Payroll,Bank,US Headquarters,Marketing,0.0,26014.87
TXN50076,2024-02-27,Feb 2024,Accounts Payable,AcctPay,UK Operations,,15865.76,0.0
TXN50076,2024-02-27,Feb 2024,Cash - Operating,Bank,UK Operations,,0.0,15865.76
TXN50077,2024-02-02,Feb 2024,Utilities,Expense,UK Operations,Finance,30758.06,0.0
TXN50077,2024-02-02,Feb 2024,Payroll Liabilities,OthCurrLiab,UK Operations,Finance,0.0,30758.06
TXN50078,2024-02-29,Feb 2024,Utilities,Expense,Australia Pty Ltd,Operations,10124.54,0.0
TXN50078,2024-02-29,Feb 2024,Payroll Liabilities,OthCurrLiab,Australia Pty Ltd,Operations,0.0,10124.54
TXN50079,2024-02-08,Feb 2024,Accounts Payable,AcctPay,UK Operations,,34537.31,0.0
TXN50079,2024-02-08,Feb 2024,Inventory - Finished Goods,OthCurrAsset,UK Operations,,0.0,34537.31
TXN50080,2024-02-08,Feb 2024,Cash - Payroll,Bank,UK Operations,,26138.91,0.0
TXN50080,2024-02-08,Feb 2024,Product Sales,Income,UK Operations,,0.0,26138.91
TXN50081,2024-02-15,Feb 2024,Sales Tax Payable,OthCurrLiab,UK Operations,Finance,33545.1,0.0
TXN50081,2024-02-15,Feb 2024,Accounts Receivable,AcctRec,UK Operations,Finance,0.0,33545.1
TXN50082,2024-02-25,Feb 2024,Payroll Liabilities,OthCurrLiab,France SAS,Operations,40842.82,0.0
TXN50082,2024-02-25,Feb 2024,Prepaid Insurance,OthCurrAsset,France SAS,Operations,0.0,40842.82
TXN50083,2024-02-15,Feb 2024,Interest Expense,OthExpense,UK Operations,,43144.0,0.0
TXN50083,2024-02-15,Feb 2024,Inventory - Finished Goods,OthCurrAsset,UK Operations,,0.0,43144.0
TXN50084,2024-02-27,Feb 2024,Professional Fees,Expense,Australia Pty Ltd,Marketing,38407.78,0.0
TXN50084,2024-02-27,Feb 2024,Inventory - Finished Goods,OthCurrAsset,Australia Pty Ltd,Marketing,0.0,38407.78
TXN50085,2024-02-09,Feb 2024,Accounts Receivable,AcctRec,France SAS,Engineering,35820.47,0.0
TXN50085,2024-02-09,Feb 2024,Service Revenue,Income,France SAS,Engineering,0.0,35820.47
TXN50086,2024-02-29,Feb 2024,Cash - Payroll,Bank,Canada Inc,Engineering,7349.52,0.0
TXN50086,2024-02-29,Feb 2024,Interest Income,OthIncome,Canada Inc,Engineering,0.0,7349.52
TXN50087,2024-02-07,Feb 2024,Utilities,Expense,US Headquarters,Finance,20676.17,0.0
TXN50087,2024-02-07,Feb 2024,Cash - Operating,Bank,US Headquarters,Finance,0.0,20676.17
TXN50088,2024-02-07,Feb 2024,Professional Fees,Expense,France SAS,Finance,45289.5,0.0
TXN50088,2024-02-07,Feb 2024,Cash - Operating,Bank,France SAS,Finance,0.0,45289.5
TXN50089,2024-02-28,Feb 2024,Payroll Liabilities,OthCurrLiab,Canada Inc,Finance,24110.5,0.0
TXN50089,2024-02-28,Feb 2024,Inventory - Finished Goods,OthCurrAsset,Canada Inc,Finance,0.0,24110.5
TXN50090,2024-02-28,Feb 2024,Marketing and Advertising,Expense,France SAS,Operations,37502.03,0.0
TXN50090,2024-02-28,Feb 2024,Inventory - Finished Goods,OthCurrAsset,France SAS,Operations,0.0,37502.03
TXN50091,2024-02-16,Feb 2024,Accounts Receivable,AcctRec,UK Operations,Marketing,22073.88,0.0
TXN50091,2024-02-16,Feb 2024,Interest Income,OthIncome,UK Operations,Marketing,0.0,22073.88
TXN50092,2024-02-22,Feb 2024,Salaries and Wages,Expense,France SAS,,8669.71,0.0
TXN50092,2024-02-22,Feb 2024,Cash - Operating,Bank,France SAS,,0.0,8669.71
TXN50093,2024-02-13,Feb 2024,Inventory - Finished Goods,OthCurrAsset,Canada Inc,Operations,33318.49,0.0
TXN50093,2024-02-13,Feb 2024,Product Sales,Income,Canada Inc,Operations,0.0,33318.49
TXN50094,2024-02-28,Feb 2024,Cash - Payroll,Bank,France SAS,Sales,2989.09,0.0
TXN50094,2024-02-28,Feb 2024,Service Revenue,Income,France SAS,Sales,0.0,2989.09
TXN50095,2024-02-11,Feb 2024,Payroll Liabilities,OthCurrLiab,Germany GmbH,Finance,14273.7,0.0
TXN50095,2024-02-11,Feb 2024,Accounts Receivable,AcctRec,Germany GmbH,Finance,0.0,14273.7
TXN50096,2024-02-27,Feb 2024,Rent Expense,Expense,US Headquarters,Finance,1459.47,0.0
TXN50096,2024-02-27,Feb 2024,Inventory - Finished Goods,OthCurrAsset,US Headquarters,Finance,0.0,1459.47
TXN50097,2024-02-21,Feb 2024,Cash - Payroll,Bank,US Headquarters,,2492.78,0.0
TXN50097,2024-02-21,Feb 2024,Product Sales,Income,US Headquarters,,0.0,2492.78
TXN50098,2024-02-27,Feb 2024,Cash - Operating,Bank,US Headquarters,Operations,8042.93,0.0
TXN50098,2024-02-27,Feb 2024,Interest Income,OthIncome,US Headquarters,Operations,0.0,8042.93
TXN50099,2024-02-07,Feb 2024,Prepaid Insurance,OthCurrAsset,France SAS,,13184.06,0.0
TXN50099,2024-02-07,Feb 2024,Interest Income,OthIncome,France SAS,,0.0,13184.06
TXN50100,2024-02-24,Feb 2024,Accounts Receivable,AcctRec,Australia Pty Ltd,Engineering,39000.7,0.0
TXN50100,2024-02-24,Feb 2024,Product Sales,Income,Australia Pty Ltd,Engineering,0.0,39000.7
TXN50101,2024-02-19,Feb 2024,Payroll Liabilities,OthCurrLiab,US Headquarters,Marketing,29001.94,0.0
TXN50101,2024-02-19,Feb 2024,Inventory - Finished Goods,OthCurrAsset,US Headquarters,Marketing,0.0,29001.94
TXN50102,2024-02-23,Feb 2024,Accounts Payable,AcctPay,UK Operations,Engineering,29808.84,0.0
TXN50102,2024-02-23,Feb 2024,Cash - Operating,Bank,UK Operations,Engineering,0.0,29808.84
TXN50103,2024-02-23,Feb 2024,Prepaid Insurance,OthCurrAsset,Germany GmbH,,30220.37,0.0
TXN50103,2024-02-23,Feb 2024,Product Sales,Income,Germany GmbH,,0.0,30220.37
TXN50104,2024-02-12,Feb 2024,Accounts Receivable,AcctRec,Canada Inc,Finance,33245.31,0.0
TXN50104,2024-02-12,Feb 2024,Product Sales,Income,Canada Inc,Finance,0.0,33245.31
TXN50105,2024-02-28,Feb 2024,Sales Tax Payable,OthCurrLiab,France SAS,Finance,5724.17,0.0
TXN50105,2024-02-28,Feb 2024,Inventory - Finished Goods,OthCurrAsset,France SAS,Finance,0.0,5724.17
TXN50106,2024-02-23,Feb 2024,Professional Fees,Expense,UK Operations,Finance,9218.78,0.0
TXN50106,2024-02-23,Feb 2024,Prepaid Insurance,OthCurrAsset,UK Operations,Finance,0.0,9218.78
TXN50107,2024-02-20,Feb 2024,Sales Tax Payable,OthCurrLiab,Canada Inc,Finance,23511.25,0.0
TXN50107,2024-02-20,Feb 2024,Accounts Receivable,AcctRec,Canada Inc,Finance,0.0,23511.25
TXN50108,2024-02-11,Feb 2024,Interest Expense,OthExpense,UK Operations,Engineering,14306.95,0.0
TXN50108,2024-02-11,Feb 2024,Sales Tax Payable,OthCurrLiab,UK Operations,Engineering,0.0,14306.95
TXN50109,2024-02-19,Feb 2024,Accounts Receivable,AcctRec,Canada Inc,,19259.97,0.0
TXN50109,2024-02-19,Feb 2024,Product Sales,Income,Canada Inc,,0.0,19259.97
TXN50110,2024-02-16,Feb 2024,Prepaid Insurance,OthCurrAsset,UK Operations,Marketing,39992.7,0.0
TXN50110,2024-02-16,Feb 2024,Interest Income,OthIncome,UK Operations,Marketing,0.0,39992.7
TXN50111,2024-02-29,Feb 2024,Accounts Payable,AcctPay,Germany GmbH,Operations,1002.48,0.0
TXN50111,2024-02-29,Feb 2024,Cash - Payroll,Bank,Germany GmbH,Operations,0.0,1002.48
TXN50112,2024-02-24,Feb 2024,Inventory - Finished Goods,OthCurrAsset,France SAS,Finance,27981.22,0.0
TXN50112,2024-02-24,Feb 2024,Interest Income,OthIncome,France SAS,Finance,0.0,27981.22
TXN50113,2024-02-23,Feb 2024,Cash - Payroll,Bank,France SAS,Finance,39750.18,0.0
TXN50113,2024-02-23,Feb 2024,Service Revenue,Income,France SAS,Finance,0.0,39750.18
TXN50114,2024-02-23,Feb 2024,Prepaid Insurance,OthCurrAsset,UK Operations,Marketing,33366.02,0.0
TXN50114,2024-02-23,Feb 2024,Interest Income,OthIncome,UK Operations,Marketing,0.0,33366.02
TXN50115,2024-02-12,Feb 2024,Inventory - Finished Goods,OthCurrAsset,France SAS,,27744.23,0.0
TXN50115,2024-02-12,Feb 2024,Service Revenue,Income,France SAS,,0.0,27744.23
TXN50116,2024-02-10,Feb 2024,Cash - Operating,Bank,Germany GmbH,Sales,6472.47,0.0
TXN50116,2024-02-10,Feb 2024,Interest Income,OthIncome,Germany GmbH,Sales,0.0,6472.47
TXN50117,2024-02-18,Feb 2024,Rent Expense,Expense,Australia Pty Ltd,Sales,9981.28,0.0
TXN50117,2024-02-18,Feb 2024,Prepaid Insurance,OthCurrAsset,Australia Pty Ltd,Sales,0.0,9981.28
TXN50118,2024-02-04,Feb 2024,Cash - Operating,Bank,UK Operations,Marketing,11760.42,0.0
TXN50118,2024-02-04,Feb 2024,Interest Income,OthIncome,UK Operations,Marketing,0.0,11760.42
TXN50119,2024-02-18,Feb 2024,Accounts Receivable,AcctRec,UK Operations,Marketing,2753.03,0.0
TXN50119,2024-02-18,Feb 2024,Interest Income,OthIncome,UK Operations,Marketing,0.0,2753.03
TXN50120,2024-02-05,Feb 2024,Accounts Receivable,AcctRec,Australia Pty Ltd,Finance,5578.09,0.0
TXN50120,2024-02-05,Feb 2024,Service Revenue,Income,Australia Pty Ltd,Finance,0.0,5578.09
TXN50121,2024-02-16,Feb 2024,Inventory - Finished Goods,OthCurrAsset,France SAS,Marketing,9626.0,0.0
TXN50121,2024-02-16,Feb 2024,Product Sales,Income,France SAS,Marketing,0.0,9626.0
TXN50122,2024-02-27,Feb 2024,Professional Fees,Expense,US Headquarters,Finance,24841.45,0.0
TXN50122,2024-02-27,Feb 2024,Cash - Operating,Bank,US Headquarters,Finance,0.0,24841.45
TXN50123,2024-02-05,Feb 2024,Cash - Payroll,Bank,UK Operations,Operations,47481.72,0.0
TXN50123,2024-02-05,Feb 2024,Product Sales,Income,UK Operations,Operations,0.0,47481.72
TXN50124,2024-02-18,Feb 2024,Interest Expense,OthExpense,France SAS,Operations,30008.28,0.0
TXN50124,2024-02-18,Feb 2024,Payroll Liabilities,OthCurrLiab,France SAS,Operations,0.0,30008.28
TXN50125,2024-02-15,Feb 2024,Payroll Liabilities,OthCurrLiab,France SAS,Marketing,43078.25,0.0
TXN50125,2024-02-15,Feb 2024,Prepaid Insurance,OthCurrAsset,France SAS,Marketing,0.0,43078.25
TXN50126,2024-02-20,Feb 2024,Cash - Payroll,Bank,US Headquarters,Operations,48025.38,0.0
TXN50126,2024-02-20,Feb 2024,Interest Income,OthIncome,US Headquarters,Operations,0.0,48025.38
TXN50127,2024-02-07,Feb 2024,Prepaid Insurance,OthCurrAsset,Germany GmbH,,4518.78,0.0
TXN50127,2024-02-07,Feb 2024,Product Sales,Income,Germany GmbH,,0.0,4518.78
TXN50128,2024-02-06,Feb 2024,Rent Expense,Expense,US Headquarters,Finance,22799.93,0.0
TXN50128,2024-02-06,Feb 2024,Cash - Operating,Bank,US Headquarters,Finance,0.0,22799.93
